time,chamber_press,chamber_press_adc_raw,chamber_temp,thrust
13053,-0.05333948880434036,4785,27.0,-0.005904418378472328
13064,-0.10720603168010712,4770,27.0,-0.009651452747583389
13075,-0.07488713413476944,4779,27.0,-0.005563778890371324
13087,-0.03538260608911514,4790,27.0,-0.004541860133707524
13098,-0.0928419679403305,4774,27.0,-0.010673371796607972
13110,-0.07847686856985092,4778,27.0,-0.007039883338809014
13121,-0.046157967299222946,4787,27.0,-0.002838662693202496
13133,-0.0928419679403305,4774,27.0,-0.008743080779314042
13144,-0.07847686856985092,4778,27.0,-0.010786917707920077
13156,-0.04974975809454918,4786,27.0,-0.004428313637673855
13167,-0.08566044270992279,4776,27.0,-0.0010219185373932123
13178,-0.11798139661550522,4767,27.0,-0.0018167440827190876
13190,-0.0569312758743763,4784,27.0,0.003974127653539181
13201,-0.08925017714500427,4775,27.0,0.004428313637673855
13213,-0.1287536770105362,4764,27.0,-0.005336685898303986
13224,-0.0712953507900238,4780,27.0,-0.016577789590358737
13236,-0.08566044270992279,4776,27.0,-0.015101685726642609
13247,-0.11798139661550522,4767,27.0,-0.01249011573314667
13259,-0.06411382555961609,4782,27.0,-0.012717208725214006
13270,-0.06770561635494232,4781,27.0,-0.006812790346741677
13281,-0.11798139661550522,4767,26.75,-0.013625580693483354
13293,-0.07488713413476944,4779,26.75,-0.011695289676189423
13304,-0.03538260608911514,4790,26.75,-0.004996046410202981
13316,-0.11438961327075958,4768,26.75,-0.006812790346741677
13327,-0.06770561635494232,4781,26.75,-0.004541860133707524
13339,-0.03897644579410553,4789,26.75,0.004314767141640186
13350,-0.10720603168010712,4770,26.75,0.007607615818977357
13361,-0.07847686856985092,4778,26.75,0.0032928486773371696
13373,-0.046157967299222946,4787,26.75,-0.0024980232051014903
13384,-0.09643375128507614,4773,26.75,-0.008970173771381379
13396,-0.10002657026052475,4772,26.75,-0.007948255307078362
13407,-0.04974975809454918,4786,26.75,-0.0038605811575055126
13419,-0.08925017714500427,4775,26.75,0.0004541860206797719
13430,-0.1215711310505867,4766,26.75,-0.0020438370747864246
13442,-0.06052306666970253,4783,26.75,-0.006699243850708008
13453,-0.08566044270992279,4776,26.75,-0.0017031975866854193
13464,-0.1287536770105362,4764,26.75,0.005109592906236649
13476,-0.0712953507900238,4780,26.75,-0.006812790346741677
13487,-0.08566044270992279,4776,26.75,-0.003065755685269833
13499,-0.12516085803508759,4765,26.75,-0.008288894795179368
13510,-0.0569312758743763,4784,26.75,-0.007607615818977357
13522,-0.0569312758743763,4784,26.75,-0.004541860133707524
13533,-0.10720603168010712,4770,26.5,-0.0038605811575055126
13545,-0.08206865936517715,4777,26.5,-0.0007948255453258754
13556,-0.03538260608911514,4790,26.5,-0.004087674149572849
13567,-0.10002657026052475,4772,26.5,-0.00885662727534771
13579,-0.07488713413476944,4779,26.5,-0.007380522826910019
13590,-0.046157967299222946,4787,26.5,-0.001476104594618082
13602,-0.08925017714500427,4775,26.5,-0.008743080779314042
13613,-0.08566044270992279,4776,26.5,-0.005336685898303986
13625,-0.04974975809454918,4786,26.5,-0.007721162315011025
13636,-0.10002657026052475,4772,26.5,-0.005336685898303986
13648,-0.10361630469560623,4771,26.5,-0.002838662693202496
13659,-0.04974975809454918,4786,26.5,-0.0006812790492922068
13670,-0.08566044270992279,4776,26.5,-0.0027251161971688274
13682,-0.13234546780586243,4763,26.5,-0.0017031975866854193
13693,-0.06770561635494232,4781,26.5,-0.0019302905787527563
13705,-0.08206865936517715,4777,26.5,-0.002270930066853762
13716,-0.12516085803508759,4765,26.5,-0.006926336842775346
13728,-0.06052306666970253,4783,26.5,-0.007039883338809014
13739,-0.07488713413476944,4779,26.5,-0.007834708811044692
13751,-0.1215711310505867,4766,26.5,-0.00579087188243866
13762,-0.06411382555961609,4782,26.5,-0.0024980232051014903
13773,-0.06411382555961609,4782,26.5,0.00806180180311203
13785,-0.11438961327075958,4768,27.0,0.003519941669404507
13796,-0.07847686856985092,4778,27.0,-0.009651452747583389
13808,-0.04256823658943176,4788,27.0,-0.008743080779314042
13819,-0.0928419679403305,4774,27.0,0.0006812790492922068
13831,-0.07488713413476944,4779,27.0,-0.004087674149572849
13842,-0.04974975809454918,4786,27.0,-0.006245057866573335
13853,-0.0928419679403305,4774,27.0,-0.006245057866573335
13865,-0.08206865936517715,4777,27.0,-0.00885662727534771
13876,-0.05333948880434036,4785,27.0,-0.002838662693202496
13888,-0.08206865936517715,4777,27.0,-0.004655406629741192
13899,-0.11438961327075958,4768,27.0,-0.00953790625154972
13911,-0.04974975809454918,4786,27.0,-0.006585697354674339
13922,-0.08925017714500427,4775,27.0,-0.005563778890371324
13934,-0.13234546780586243,4763,27.0,-0.004201220645606518
13945,-0.06770561635494232,4781,27.0,-0.012149475660324099
13956,-0.08566044270992279,4776,27.0,-0.009310813259482385
13968,-0.11798139661550522,4767,27.0,-0.008288894795179368
13979,-0.06411382555961609,4782,27.0,-0.008402441291213036
13991,-0.0712953507900238,4780,27.0,-0.008175348299145698
14002,-0.1215711310505867,4766,27.0,0.0009083720413595438
14014,-0.0712953507900238,4780,27.0,-0.007494069322943688
14025,-0.046157967299222946,4787,27.0,-0.008175348299145698
14037,-0.10002657026052475,4772,27.5,-0.011808836756944656
14048,-0.07488713413476944,4779,27.5,-0.009651452747583389
14059,-0.046157967299222946,4787,27.5,-0.007721162315011025
14071,-0.09643375128507614,4773,27.5,-0.008970173771381379
14082,-0.07847686856985092,4778,27.5,-0.005677325386404992
14094,-0.04256823658943176,4788,27.5,-0.002270930066853762
14105,-0.08925017714500427,4775,27.5,-0.0009083720413595438
14117,-0.10720603168010712,4770,27.5,-0.0004541860206797719
14128,-0.05333948880434036,4785,27.5,0.004655406629741192
14140,-0.08925017714500427,4775,27.5,0.0012490116025507452
14151,-0.1215711310505867,4766,27.5,-0.002952209189236164
14162,-0.04974975809454918,4786,27.5,-0.006812790346741677
14174,-0.08206865936517715,4777,27.5,-0.007607615818977357
14185,-0.12516085803508759,4765,27.5,-0.012717208725214006
14197,-0.06770561635494232,4781,27.5,-0.00885662727534771
14208,-0.07847686856985092,4778,27.5,-0.01283075463652611
14220,-0.12516085803508759,4765,27.5,-0.010786917707920077
14231,-0.06411382555961609,4782,27.5,-0.003065755685269833
14243,-0.0569312758743763,4784,27.5,-0.005109592906236649
14254,-0.10361630469560623,4771,27.5,-0.008515987787246704
14265,-0.06052306666970253,4783,27.5,-0.009083720267415048
14277,-0.04256823658943176,4788,27.5,-0.00579087188243866
14288,-0.10002657026052475,4772,27.0,-0.010446278804540634
14300,-0.06770561635494232,4781,27.0,-0.002838662693202496
14311,-0.04256823658943176,4788,27.0,-0.006472150858640671
14323,-0.09643375128507614,4773,27.0,-0.005563778890371324
14334,-0.07847686856985092,4778,27.0,-0.005336685898303986
14346,-0.04974975809454918,4786,27.0,-0.00238447656288743
14357,-0.09643375128507614,4773,27.0,-0.003519941669404507
14368,-0.10361630469560623,4771,27.0,0.0024980232051014903
14380,-0.04256823658943176,4788,27.0,-0.008175348299145698
14391,-0.08925017714500427,4775,27.0,-0.005563778890371324
14403,-0.1215711310505867,4766,27.0,-0.005563778890371324
14414,-0.06411382555961609,4782,27.0,-0.004314767141640186
14426,-0.08206865936517715,4777,27.0,0.008970173771381379
14437,-0.11438961327075958,4768,27.0,0.00238447656288743
14448,-0.0569312758743763,4784,27.0,-0.0009083720413595438
14460,-0.0712953507900238,4780,27.0,-0.006585697354674339
14471,-0.11798139661550522,4767,27.0,-0.006585697354674339
14483,-0.07488713413476944,4779,27.0,-0.0017031975866854193
14494,-0.04974975809454918,4786,27.0,0.0024980232051014903
14506,-0.10361630469560623,4771,27.0,-0.004201220645606518
14517,-0.06411382555961609,4782,27.0,-0.004655406629741192
14529,-0.03179287165403366,4791,27.0,-0.005450232394337655
14540,-0.10361630469560623,4771,26.75,-0.0009083720413595438
14551,-0.0712953507900238,4780,26.75,-0.006358604362607003
14563,-0.03538260608911514,4790,26.75,-0.0020438370747864246
14574,-0.0928419679403305,4774,26.75,-0.005563778890371324
14586,-0.07847686856985092,4778,26.75,-0.0012490116025507452
14597,-0.04256823658943176,4788,26.75,0.0020438370747864246
14609,-0.10002657026052475,4772,26.75,-0.004882499621808529
14620,-0.08925017714500427,4775,26.75,0.0006812790492922068
14632,-0.046157967299222946,4787,26.75,-0.002270930066853762
14643,-0.0928419679403305,4774,26.75,-0.0013625580985844137
14654,-0.1287536770105362,4764,26.75,-0.010446278804540634
14666,-0.06411382555961609,4782,26.75,-0.009878545739650727
14677,-0.08925017714500427,4775,26.75,-0.0009083720413595438
14689,-0.1287536770105362,4764,26.75,-0.0017031975866854193
14700,-0.04974975809454918,4786,26.75,-0.006812790346741677
14712,-0.08925017714500427,4775,26.75,-0.0027251161971688274
14723,-0.11798139661550522,4767,26.75,0.0007948255453258754
14734,-0.06411382555961609,4782,26.75,-0.0004541860206797719
14746,-0.06770561635494232,4781,26.75,0.0038605811575055126
14757,-0.10720603168010712,4770,26.75,0.001476104594618082
14769,-0.06770561635494232,4781,26.75,-0.0009083720413595438
14780,-0.046157967299222946,4787,26.75,-0.010559824715852739
14792,-0.10002657026052475,4772,27.0,-0.0019302905787527563
14803,-0.06411382555961609,4782,27.0,-0.002270930066853762
14815,-0.04256823658943176,4788,27.0,-0.009764999243617059
14826,-0.11438961327075958,4768,27.0,-0.009878545739650727
14837,-0.05333948880434036,4785,27.0,-0.003065755685269833
14849,-0.03538260608911514,4790,27.0,-0.006131511370539666
14860,-0.10002657026052475,4772,27.0,-0.004655406629741192
14872,-0.06770561635494232,4781,27.0,-0.003747034661471844
14883,-0.03897644579410553,4789,27.0,0.003747034661471844
14895,-0.09643375128507614,4773,27.0,-0.004882499621808529
14906,-0.0928419679403305,4774,27.0,-0.0032928486773371696
14918,-0.06052306666970253,4783,27.0,-0.0007948255453258754
14929,-0.10002657026052475,4772,27.0,-0.005223139402270317
14940,-0.1215711310505867,4766,27.0,-0.0026115697011351584
14952,-0.046157967299222946,4787,27.0,-0.005677325386404992
14963,-0.08206865936517715,4777,27.0,-0.005450232394337655
14975,-0.11798139661550522,4767,27.0,-0.006358604362607003
14986,-0.06052306666970253,4783,27.0,-0.007380522826910019
14998,-0.08206865936517715,4777,27.0,-0.010673371796607972
15009,-0.11438961327075958,4768,27.0,-0.0031793021813035015
15020,-0.06052306666970253,4783,27.0,-0.004087674149572849
15032,-0.07847686856985092,4778,27.0,-0.007948255307078362
15043,-0.11438961327075958,4768,27.25,-0.0018167440827190876
15055,-0.06411382555961609,4782,27.25,-0.001476104594618082
15066,-0.04974975809454918,4786,27.25,-0.00022709301033988595
15078,-0.10361630469560623,4771,27.25,-0.00238447656288743
15089,-0.06411382555961609,4782,27.25,-0.009197266763448715
15101,-0.046157967299222946,4787,27.25,-0.002838662693202496
15112,-0.09643375128507614,4773,27.25,-0.0038605811575055126
15123,-0.06052306666970253,4783,27.25,-0.004087674149572849
15135,-0.03538260608911514,4790,27.25,-0.0007948255453258754
15146,-0.11438961327075958,4768,27.25,-0.0026115697011351584
15158,-0.08206865936517715,4777,27.25,-0.003633488165438175
15169,-0.046157967299222946,4787,27.25,-0.0015896510906517507
15181,-0.0928419679403305,4774,27.25,-0.005336685898303986
15192,-0.0928419679403305,4774,27.25,-0.0034063951733708385
15204,-0.04256823658943176,4788,27.25,-0.0013625580985844137
15215,-0.09643375128507614,4773,27.25,-0.00476895312577486
15226,-0.11798139661550522,4767,27.25,-0.003633488165438175
15238,-0.06052306666970253,4783,27.25,-0.001135465033426881
15249,-0.07847686856985092,4778,27.25,-0.009992092820405961
15261,-0.1287536770105362,4764,27.25,-0.011014010699987411
15272,-0.05333948880434036,4785,27.25,-0.004655406629741192
15284,-0.07488713413476944,4779,27.25,-0.011922382668256761
15295,-0.1215711310505867,4766,27.25,-0.009424359755516053
15306,-0.06770561635494232,4781,27.25,-0.0006812790492922068
15318,-0.06411382555961609,4782,27.25,-0.007494069322943688
15329,-0.10361630469560623,4771,27.25,-0.010559824715852739
15341,-0.06770561635494232,4781,27.25,-0.007380522826910019
15352,-0.046157967299222946,4787,27.25,-0.002838662693202496
15364,-0.0928419679403305,4774,27.25,-0.0004541860206797719
15375,-0.07488713413476944,4779,27.25,-0.0024980232051014903
15387,-0.02820005640387535,4792,27.25,-0.006472150858640671
15398,-0.10002657026052475,4772,27.25,-0.007153429834842682
15409,-0.08206865936517715,4777,27.25,-0.004201220645606518
15421,-0.05333948880434036,4785,27.25,0.0020438370747864246
15432,-0.09643375128507614,4773,27.25,0.0017031975866854193
15444,-0.1107998788356781,4769,27.25,-0.003519941669404507
15455,-0.04974975809454918,4786,27.25,-0.00806180180311203
15467,-0.08925017714500427,4775,27.25,-0.006585697354674339
15478,-0.13234546780586243,4763,27.25,-0.004314767141640186
15490,-0.06052306666970253,4783,27.25,0.0005677325167134405
15501,-0.08206865936517715,4777,27.25,0.0013625580985844137
15512,-0.12516085803508759,4765,27.25,-0.001476104594618082
15524,-0.0569312758743763,4784,27.25,-0.00022709301033988595
15535,-0.08206865936517715,4777,27.25,0.006017964874505997
15547,-0.11438961327075958,4768,27.0,-0.0017031975866854193
15558,-0.0712953507900238,4780,27.0,-0.013057847628593446
15570,-0.06411382555961609,4782,27.0,-0.007039883338809014
15581,-0.1107998788356781,4769,27.0,-0.002157383570820093
15593,-0.06411382555961609,4782,27.0,-0.009197266763448715
15604,-0.04256823658943176,4788,27.0,-0.009992092820405961
15615,-0.10720603168010712,4770,27.0,-0.004655406629741192
15627,-0.0712953507900238,4780,27.0,-0.001135465033426881
15638,-0.04256823658943176,4788,27.0,-0.008629534283280373
15650,-0.10720603168010712,4770,27.0,-0.0145339526617527
15661,-0.07847686856985092,4778,27.0,-0.004882499621808529
15673,-0.04256823658943176,4788,27.0,-0.008629534283280373
15684,-0.0928419679403305,4774,27.0,-0.009878545739650727
15695,-0.08925017714500427,4775,27.0,-0.011468196684122087
15707,-0.0569312758743763,4784,27.0,-0.004314767141640186
15718,-0.07847686856985092,4778,27.0,-0.001476104594618082
15730,-0.10720603168010712,4770,27.0,-0.0007948255453258754
15741,-0.0569312758743763,4784,27.0,-0.007948255307078362
15753,-0.07847686856985092,4778,27.0,-0.011922382668256761
15764,-0.12516085803508759,4765,27.0,-0.0015896510906517507
15776,-0.06411382555961609,4782,27.0,-0.0018167440827190876
15787,-0.08566044270992279,4776,27.0,-0.007834708811044692
15798,-0.11798139661550522,4767,26.75,-0.007607615818977357
15810,-0.06052306666970253,4783,26.75,-0.0003406395246461034
15821,-0.06411382555961609,4782,26.75,0.001135465033426881
15833,-0.11438961327075958,4768,26.75,0.0003406395246461034
15844,-0.06411382555961609,4782,26.75,-0.0034063951733708385
15856,-0.02820005640387535,4792,26.75,-0.0018167440827190876
15867,-0.10361630469560623,4771,26.75,-0.0013625580985844137
15879,-0.06411382555961609,4782,26.75,-0.0007948255453258754
15890,-0.03179287165403366,4791,26.75,-0.003747034661471844
15901,-0.10361630469560623,4771,26.75,-0.002838662693202496
15913,-0.06770561635494232,4781,26.75,-0.0012490116025507452
15924,-0.04256823658943176,4788,26.75,0.008402441291213036
15936,-0.10361630469560623,4771,26.75,0.003747034661471844
15947,-0.10720603168010712,4770,26.75,0.0012490116025507452
15959,-0.046157967299222946,4787,26.75,-0.0038605811575055126
15970,-0.08925017714500427,4775,26.75,-0.012376568652391434
15982,-0.1287536770105362,4764,26.75,-0.011468196684122087
15993,-0.05333948880434036,4785,26.75,-0.011241103692054749
16004,-0.0712953507900238,4780,26.75,-0.009424359755516053
16016,-0.13952699303627014,4761,26.75,-0.003065755685269833
16027,-0.06411382555961609,4782,26.75,-0.005223139402270317
16039,-0.08566044270992279,4776,26.75,-0.0015896510906517507
16050,-0.12516085803508759,4765,27.0,0.00011354650516994297
16062,-0.06770561635494232,4781,27.0,-0.003974127653539181
16073,-0.06052306666970253,4783,27.0,0.001476104594618082
16084,-0.11798139661550522,4767,27.0,-0.00726697633087635
16096,-0.06052306666970253,4783,27.0,-0.00953790625154972
16107,-0.03897644579410553,4789,27.0,-0.005563778890371324
16119,-0.10720603168010712,4770,27.0,-0.002838662693202496
16130,-0.08206865936517715,4777,27.0,-0.00806180180311203
16142,-0.04256823658943176,4788,27.0,-0.004882499621808529
16153,-0.10720603168010712,4770,27.0,0.00011354650516994297
16165,-0.08566044270992279,4776,27.0,-0.004428313637673855
16176,-0.03897644579410553,4789,27.0,-0.002270930066853762
16187,-0.0928419679403305,4774,27.0,-0.0020438370747864246
16199,-0.11438961327075958,4768,27.0,-0.0032928486773371696
16210,-0.0569312758743763,4784,27.0,-0.006585697354674339
16222,-0.07847686856985092,4778,27.0,-0.002952209189236164
16233,-0.1215711310505867,4766,27.0,-0.005563778890371324
16245,-0.0569312758743763,4784,27.0,-0.005450232394337655
16256,-0.08206865936517715,4777,27.0,-0.007834708811044692
16268,-0.11438961327075958,4768,27.0,-0.0018167440827190876
16279,-0.06411382555961609,4782,27.0,-0.006358604362607003
16290,-0.07488713413476944,4779,27.0,-0.009878545739650727
16302,-0.1215711310505867,4766,26.75,-0.0031793021813035015
16313,-0.06052306666970253,4783,26.75,-0.006472150858640671
16325,-0.06411382555961609,4782,26.75,-0.006926336842775346
16336,-0.10002657026052475,4772,26.75,-0.007494069322943688
16348,-0.06770561635494232,4781,26.75,0.0006812790492922068
16359,-0.03538260608911514,4790,26.75,-0.010559824715852739
16371,-0.10720603168010712,4770,26.75,-0.009310813259482385
16382,-0.06052306666970253,4783,26.75,-0.009197266763448715
16393,-0.046157967299222946,4787,26.75,-0.006699243850708008
16405,-0.10002657026052475,4772,26.75,-0.005904418378472328
16416,-0.08206865936517715,4777,26.75,-0.0018167440827190876
16428,-0.04974975809454918,4786,26.75,-0.007834708811044692
16439,-0.0928419679403305,4774,26.75,-0.00953790625154972
16451,-0.11798139661550522,4767,26.75,-0.008515987787246704
16462,-0.04974975809454918,4786,26.75,-0.008175348299145698
16473,-0.08566044270992279,4776,26.75,-0.013966219596862794
16485,-0.1287536770105362,4764,26.75,-0.013966219596862794
16496,-0.0569312758743763,4784,26.75,-0.006585697354674339
16508,-0.08206865936517715,4777,26.75,-0.003974127653539181
16519,-0.1287536770105362,4764,26.75,-0.007039883338809014
16531,-0.07847686856985092,4778,26.75,-0.016350696598291397
16542,-0.0712953507900238,4780,26.75,-0.0032928486773371696
16554,-0.1215711310505867,4766,26.75,-0.006699243850708008
16565,-0.0712953507900238,4780,26.75,-0.00726697633087635
16576,-0.05333948880434036,4785,26.75,-0.010446278804540634
16588,-0.10002657026052475,4772,26.75,-0.005336685898303986
16599,-0.06411382555961609,4782,26.75,-0.009310813259482385
16611,-0.02820005640387535,4792,26.75,-0.006131511370539666
16622,-0.10361630469560623,4771,26.75,-0.011014010699987411
16634,-0.0712953507900238,4780,26.75,-0.006358604362607003
16645,-0.04256823658943176,4788,26.75,-0.0006812790492922068
16657,-0.08925017714500427,4775,26.75,0.004428313637673855
16668,-0.08566044270992279,4776,26.75,-0.0004541860206797719
16679,-0.04974975809454918,4786,26.75,-0.0018167440827190876
16691,-0.08925017714500427,4775,26.75,-0.0007948255453258754
16702,-0.11438961327075958,4768,26.75,-0.01249011573314667
16714,-0.0569312758743763,4784,26.75,-0.001476104594618082
16725,-0.07847686856985092,4778,26.75,-0.007607615818977357
16737,-0.13593725860118866,4762,26.75,-0.010559824715852739
16748,-0.05333948880434036,4785,26.75,-0.00238447656288743
16759,-0.07488713413476944,4779,26.75,-0.0010219185373932123
16771,-0.1215711310505867,4766,26.75,-0.0006812790492922068
16782,-0.0712953507900238,4780,26.75,-0.00238447656288743
16794,-0.07847686856985092,4778,26.75,-0.009424359755516053
16805,-0.11438961327075958,4768,26.75,-0.011695289676189423
16817,-0.06411382555961609,4782,26.75,-0.007721162315011025
16828,-0.06052306666970253,4783,26.75,-0.011354650772809984
16840,-0.1107998788356781,4769,26.75,-0.004428313637673855
16851,-0.06411382555961609,4782,26.75,-0.003519941669404507
16862,-0.03179287165403366,4791,26.75,-0.0006812790492922068
16874,-0.0928419679403305,4774,26.75,-0.0031793021813035015
16885,-0.06052306666970253,4783,26.75,-0.0010219185373932123
16897,-0.05333948880434036,4785,26.75,-0.006926336842775346
16908,-0.09643375128507614,4773,26.75,-0.004087674149572849
16920,-0.0712953507900238,4780,26.75,-0.010332731723785401
16931,-0.03538260608911514,4790,26.75,-0.004882499621808529
16943,-0.0928419679403305,4774,26.75,0.001135465033426881
16954,-0.08206865936517715,4777,26.75,0.003519941669404507
16965,-0.046157967299222946,4787,26.75,0.00022709301033988595
16977,-0.08566044270992279,4776,26.75,-0.00022709301033988595
16988,-0.10720603168010712,4770,26.75,0.004541860133707524
17000,-0.04256823658943176,4788,26.75,-0.0007948255453258754
17011,-0.08925017714500427,4775,26.75,-0.003974127653539181
17023,-0.12516085803508759,4765,26.75,-0.008970173771381379
17034,-0.06052306666970253,4783,26.75,-0.013057847628593446
17045,-0.08206865936517715,4777,26.75,-0.007153429834842682
17057,-0.12516085803508759,4765,26.75,-0.003065755685269833
17068,-0.06770561635494232,4781,26.75,-0.009651452747583389
17080,-0.0712953507900238,4780,26.75,-0.003747034661471844
17091,-0.1215711310505867,4766,26.75,-0.007948255307078362
17103,-0.0569312758743763,4784,26.75,-0.007721162315011025
17114,-0.05333948880434036,4785,26.75,-0.00238447656288743
